,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
26,7.645,0.06669343700000001,13,42.3112,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
27,11.65,0.019356131999999998,7,39.1164,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
28,5.925,0.161466534,4,45.5086,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
29,12.857645184135976,0.072221801,3,43.6454,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
30,19.25,0.17034855100000001,4,55.7956,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
31,18.6,0.080829372,8,96.4436,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
32,18.7,0.06613202877895107,13,256.6672,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
33,17.85,0.06613202877895107,1,93.1436,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
34,17.5,0.097904029,14,174.8738,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
35,10.0,0.08929113699999999,8,146.7102,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
36,12.857645184135976,0.059511812000000004,6,128.0678,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
37,8.85,0.113123893,14,122.5388,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
38,12.857645184135976,0.12311145300000001,13,36.9874,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
39,12.857645184135977,0.026480953999999998,13,87.6198,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
40,13.35,0.102511504,4,230.6352,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
41,9.8,0.02681843,10,126.00200000000001,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
42,13.6,0.117818348,13,192.9136,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
43,21.35,0.06910283099999999,3,259.9278,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
44,12.15,0.042277867000000004,3,126.5046,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
45,6.42,0.08949892599999999,4,178.1002,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
46,19.6,0.06613202877895107,8,153.3024,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
47,10.0,0.025879577,3,265.2226,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
48,15.85,0.121632721,0,60.622,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
49,12.857645184135977,0.25539489600000004,4,196.8794,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
50,7.39,0.067779712,8,143.8812,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
51,10.195,0.159803853,5,141.5154,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
52,9.895,0.028696932,3,117.0492,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
53,10.895,0.065041581,6,196.3794,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
54,12.15,0.028760012999999997,9,151.4708,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
55,7.905,0.010053105,13,249.0408,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
56,9.195,0.048157338,9,106.1622,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
57,8.365,0.071958197,7,38.0506,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
58,15.1,0.17348130399999998,13,194.511,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
59,12.857645184135977,0.061082177,3,180.0344,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
60,10.0,0.06613202877895107,6,246.9144,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
61,7.97,0.040071131,10,87.3514,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
62,12.857645184135977,0.012090074,6,38.2848,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
63,12.857645184135977,0.15028599,5,51.0692,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
64,12.857645184135977,0.026015518999999997,13,255.8356,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
65,17.7,0.195068226,13,185.4266,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
66,19.35,0.033082215,10,172.5738,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
67,13.65,0.078946455,4,186.024,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
68,17.6,0.041700756,14,164.8526,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
69,8.645,0.14342264300000002,8,95.84100000000001,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
70,15.6,0.10529607199999999,13,170.1764,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
71,15.85,0.121531501,0,59.222,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
72,18.25,0.06613202877895107,15,164.7526,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
73,7.855,0.011324862,3,189.6188,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
74,7.825,0.186357148,9,254.3698,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
75,8.39,0.024205661,5,114.0176,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
76,12.85,0.033230816,13,172.3422,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
77,12.857645184135977,0.113720344,0,89.9804,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
78,19.0,0.11255650699999999,5,104.9622,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
79,5.905,0.06613202877895107,3,222.5456,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
80,7.76,0.05935224099999999,13,101.87,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
81,11.8,0.014087057,5,180.3344,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
82,16.75,0.045230944,13,187.9556,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
83,12.857645184135977,0.293417759,9,194.6136,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
84,12.857645184135977,0.031382044,0,171.3764,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
85,15.5,0.12639886,6,177.0028,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
86,6.055,0.025403897999999998,6,160.99200000000002,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
87,12.857645184135977,0.039057677,2,155.963,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
88,6.305,0.123115764,13,95.6436,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
89,20.85,0.039624006,10,117.2808,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
90,20.75,0.040421193,6,122.17299999999999,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
91,8.895,0.10527411099999999,4,39.9138,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
92,19.6,0.033970195,14,55.1614,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
93,19.7,0.053212652,6,57.893,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
94,9.8,0.024378706,8,114.5492,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
95,12.857645184135977,0.009714595,5,120.0414,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
96,12.15,0.131383762,5,246.046,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
97,8.75,0.07461309,6,187.4556,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
98,12.857645184135977,0.028459761,9,149.9708,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
99,8.75,0.07462720099999999,6,187.8556,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
100,13.3,0.063695084,5,151.0708,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
101,12.857645184135977,0.045797829000000005,13,178.5344,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
102,8.31,0.11585722300000001,13,179.1028,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
103,16.75,0.024832806000000002,14,38.7822,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
104,19.75,0.034027909,13,212.0902,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
105,17.1,0.046769599999999995,3,141.1838,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
106,10.5,0.11657670199999999,0,163.121,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
107,6.635,0.06613202877895107,0,121.3098,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
108,12.857645184135977,0.278974075,14,225.372,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
109,14.15,0.035913805,14,41.4138,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
110,13.3,0.079806266,4,232.53,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
111,8.89,0.005505481,5,102.4016,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
112,12.857645184135977,0.064625342,10,176.937,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
113,12.857645184135977,0.071636937,13,121.7098,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
114,9.1,0.06613202877895107,1,173.2054,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
115,7.5,0.032677677999999995,5,239.0906,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
116,16.85,0.160760054,5,192.4478,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
117,7.485,0.06911065,13,109.0228,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
118,11.6,0.041177505,14,140.3154,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
119,11.65,0.040081193,13,227.0694,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
120,13.0,0.035307322,9,47.5034,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
121,12.65,0.063017847,14,159.0578,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
122,20.25,0.171938781,3,92.512,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
123,8.6,0.040197932,3,190.153,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
124,12.6,0.049058014000000004,1,62.7194,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
125,17.7,0.01161096,5,95.041,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
126,14.15,0.183507295,14,82.4276,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
127,19.25,0.102349519,4,52.7956,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
128,8.88,0.08670898699999999,7,151.7682,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
129,20.5,0.032835147,9,40.2822,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
130,12.857645184135977,0.033809913,3,180.5976,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
131,13.5,0.07266912,9,160.292,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
132,12.857645184135977,0.144338493,8,224.4404,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
133,8.89,0.009163216,5,101.7016,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
134,7.855,0.011307038,3,188.5188,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
135,7.235,0.076855628,9,116.0492,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
136,12.857645184135977,0.059956876,15,165.4526,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
137,6.92,0.038532062,4,60.5852,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
138,9.3,0.043209581,6,90.8172,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
139,18.5,0.056816465,11,132.1284,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
140,8.02,0.019866705,9,154.5972,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
141,9.195,0.048331717,9,105.1622,14,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
142,12.8,0.091221855,11,105.5938,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
143,16.6,0.027622076000000002,9,177.6344,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
144,14.0,0.06613202877895107,5,53.06399999999999,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
145,18.6,0.039355947,5,246.3802,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
146,16.0,0.060836524,15,226.8404,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
147,17.6,0.082316506,8,160.692,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
148,21.25,0.155350299,13,178.237,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
149,7.235,0.076841095,9,117.5492,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
150,14.6,0.151419185,14,50.3692,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
151,13.85,0.026001976,5,161.52100000000002,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
152,13.65,0.073209447,5,197.6426,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
153,12.857645184135977,0.041683481,14,31.29,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
154,7.365,0.042560252,6,226.172,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
155,18.35,0.014081156000000001,9,223.5746,12,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
156,5.465,0.06613202877895107,0,132.5626,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
157,18.6,0.152918384,2,99.8358,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
158,13.85,0.030969273999999998,14,140.9154,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
159,14.0,0.06037677599999999,5,154.5656,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
160,14.0,0.04192285,13,54.763999999999996,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
161,12.857645184135977,0.077367431,6,97.0094,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
162,5.905,0.045838211,3,222.5456,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
163,7.27,0.071077939,14,114.2518,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
164,6.155,0.09465987099999999,10,214.55599999999998,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
165,19.5,0.077608838,14,233.4958,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
166,15.2,0.021327477,3,216.8824,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
167,12.15,0.042485444000000004,3,125.0046,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
168,12.857645184135977,0.025578526,9,198.8084,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
169,12.6,0.048980800000000005,1,61.9194,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
170,14.5,0.019471688,11,164.821,17,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
171,16.6,0.122918852,6,173.0738,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
172,11.8,0.057373797000000004,10,151.4366,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
173,13.1,0.044155597000000005,6,178.8318,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
174,17.7,0.291865402,6,115.1834,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
175,17.85,0.06613202877895107,1,196.5794,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
176,12.3,0.064750025,15,92.6804,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
177,11.8,0.098312421,8,81.4618,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
178,12.857645184135977,0.191013663,14,42.1112,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
179,11.1,0.176573035,0,157.4604,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
180,12.857645184135977,0.060134441,5,153.0656,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
181,11.3,0.0072946519999999996,10,198.1426,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
182,12.857645184135977,0.128478462,8,117.944,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
183,5.75,0.075107656,4,112.8176,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
184,12.857645184135977,0.049381405999999996,0,226.8062,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
185,11.35,0.045165795999999994,13,100.0016,12,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
186,12.857645184135976,0.09415375,6,165.7526,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
187,14.0,0.028907832,8,130.431,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
188,19.75,0.018059621,5,179.766,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
189,6.525,0.09043609400000001,9,85.0882,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
190,10.3,0.146399712,10,103.9648,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
191,5.78,0.07426435599999999,13,264.7568,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
192,11.85,0.050186725999999994,6,164.1526,19,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
193,16.35,0.020631654,6,50.1324,12,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
194,12.857645184135977,0.01561108,9,182.5976,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
195,10.5,0.041395445,6,37.6164,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
196,19.0,0.097313129,5,48.0718,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
197,14.6,0.059582996,11,238.8538,22,9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
198,12.857645184135976,0.09866365199999999,4,62.9194,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
199,12.857645184135977,0.101338651,3,232.63,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
200,18.75,0.052146455999999994,8,104.62799999999999,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
201,5.26,0.041764487,0,161.8868,17,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
202,18.25,0.054344185999999996,13,140.2154,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
203,12.857645184135976,0.07836248400000001,0,177.937,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
204,15.1,0.052339069,10,242.7512,24,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
205,15.5,0.042464962,0,81.5934,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
206,13.65,0.06573288299999999,5,45.7402,22,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
207,16.1,0.023625114,14,189.3846,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
208,12.857645184135977,0.051643608,13,107.3622,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
209,12.85,0.165694219,5,39.7164,23,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
210,9.5,0.041878397000000005,14,32.99,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
211,13.8,0.058091482,4,245.1802,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
212,5.78,0.06613202877895107,13,263.7568,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
213,19.7,0.026903714,9,96.0726,19,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
214,14.65,0.06613202877895107,9,161.5552,23,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
215,6.67,0.150554711,13,130.0626,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
216,6.11,0.06613202877895107,6,131.2968,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
217,13.65,0.13497562800000001,5,260.0936,23,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
218,17.2,0.15616879,10,160.6578,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
219,6.32,0.06613202877895107,10,40.2822,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
220,4.88,0.133700752,0,52.9298,22,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
221,5.425,0.115119905,0,88.3514,14,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
222,15.85,0.11003099699999999,5,37.2506,24,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
223,7.5,0.051038045,3,121.7072,14,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
224,12.65,0.062837968,14,161.5578,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
225,12.857645184135976,0.017116983,11,211.956,36,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
226,20.75,0.024129332000000003,6,124.17299999999999,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
227,12.857645184135976,0.049754975,4,152.134,36,4,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
228,9.0,0.06613202877895107,3,79.7644,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
229,12.857645184135976,0.101561568,3,181.9292,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
230,12.857645184135976,0.0059496440000000005,9,165.6526,36,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
231,12.857645184135976,0.13956116,12,170.4764,36,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
232,14.1,0.126035694,6,86.4198,19,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
233,7.55,0.027164679,3,152.334,17,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
234,13.0,0.099325278,9,45.406000000000006,24,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
235,12.857645184135976,0.04357366,7,192.8846,36,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
236,12.857645184135976,0.082741482,13,118.7782,36,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
237,12.3,0.064565202,15,92.9804,34,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
